-1.0000000000   -0.9589242747
-0.9700000000   -1.1391017716
-0.9400000000   -1.2996842514
-0.9100000000   -1.4302041857
-0.8800000000   -1.5209189498
-0.8500000000   -1.5632107878
-0.8200000000   -1.5499543189
-0.7900000000   -1.4758382092
-0.7600000000   -1.3376290366
-0.7300000000   -1.1343672027
-0.7000000000   -0.8674869221
-0.6700000000   -0.5408547888
-0.6400000000   -0.1607240976
-0.6100000000    0.2643951035
-0.5800000000    0.7239474163
-0.5500000000    1.2056193663
-0.5200000000    1.6956943365
-0.4900000000    2.1794645671
-0.4600000000    2.6416875595
-0.4300000000    3.0670725468
-0.4000000000    3.4407814631
-0.3700000000    3.7489281117
-0.3400000000    3.9790590186
-0.3100000000    4.1205997861
-0.2800000000    4.1652516171
-0.2500000000    4.1073240556
-0.2200000000    3.9439918292
-0.1900000000    3.6754659499
-0.1600000000    3.3050718482
-0.1300000000    2.8392302070
-0.1000000000    2.2873392447
-0.0700000000    1.6615603604
-0.0400000000    0.9765122096
-0.0100000000    0.2488813192
 0.0200000000   -0.5030398211
 0.0500000000   -1.2598737370
 0.0800000000   -2.0017224319
 0.1100000000   -2.7087580919
 0.1400000000   -3.3618216553
 0.1700000000   -3.9430103117
 0.2000000000   -4.4362350319
 0.2300000000   -4.8277298776
 0.2600000000   -5.1064960848
 0.2900000000   -5.2646657252
 0.3200000000   -5.2977720825
 0.3500000000   -5.2049166642
 0.3800000000   -4.9888259287
 0.4100000000   -4.6557942411
 0.4400000000   -4.2155131855
 0.4700000000   -3.6807910268
 0.5000000000   -3.0671697385
 0.5300000000   -2.3924504522
 0.5600000000   -1.6761413483
 0.5900000000   -0.9388447772
 0.6200000000   -0.2016026775
 0.6500000000    0.5147789257
 0.6800000000    1.1904044924
 0.7100000000    1.8069403629
 0.7400000000    2.3482210604
 0.7700000000    2.8007896194
 0.8000000000    3.1543528004
 0.8300000000    3.4021344517
 0.8600000000    3.5411132734
 0.8900000000    3.5721347583
 0.9200000000    3.4998910082
 0.9500000000    3.3327663628
 0.9800000000    3.0825511770
 1.0100000000    2.7640305264
 1.0400000000    2.3944589578
 1.0700000000    1.9929364912
 1.1000000000    1.5797047890
 1.1300000000    1.1753856045
 1.1600000000    0.8001861920
 1.1900000000    0.4730981990
 1.2200000000    0.2111175987
 1.2500000000    0.0285133892
 1.2800000000   -0.0638279389
 1.3100000000   -0.0589567897
 1.3400000000    0.0457091754
 1.3700000000    0.2480982506
 1.4000000000    0.5413569573
 1.4300000000    0.9138921485
 1.4600000000    1.3495884890
 1.4900000000    1.8282012698
 1.5200000000    2.3259187152
 1.5500000000    2.8160821182
 1.5800000000    3.2700464698
 1.6100000000    3.6581589108
 1.6400000000    3.9508275110
 1.6700000000    4.1196487424
 1.7000000000    4.1385587047
 1.7300000000    3.9849708288
 1.7600000000    3.6408615209
 1.7900000000    3.0937651114
 1.8200000000    2.3376405718
 1.8500000000    1.3735747812
 1.8800000000    0.2102906400
 1.9100000000   -1.1355670345
 1.9400000000   -2.6393892077
 1.9700000000   -4.2688187175
 2.0000000000   -5.9842322198
 2.0300000000   -7.7394875712
 2.0600000000   -9.4829280167
 2.0900000000   -11.1586262208
 2.1200000000   -12.7078430014
 2.1500000000   -14.0706678223
 2.1800000000   -15.1878009452
 2.2100000000   -16.0024308467
 2.2400000000   -16.4621553183
 2.2700000000   -16.5208907605
 2.3000000000   -16.1407117447
 2.3300000000   -15.2935620694
 2.3600000000   -13.9627793692
 2.3900000000   -12.1443779084
 2.4200000000   -9.8480384782
 2.4500000000   -7.0977602948
 2.4800000000   -3.9321373378
 2.5100000000   -0.4042305446
 2.5400000000    3.4189825274
 2.5700000000    7.4575877628
 2.6000000000    11.6201395705
 2.6300000000    15.8054739658
 2.6600000000    19.9049002553
 2.6900000000    23.8047298075
 2.7200000000    27.3890889032
 2.7500000000    30.5429521370
 2.7800000000    33.1553236177
 2.8100000000    35.1224856131
 2.8400000000    36.3512285667
 2.8700000000    36.7619728272
 2.9000000000    36.2916911604
 2.9300000000    34.8965422816
 2.9600000000    32.5541293328
 2.9900000000    29.2653034258
 3.0200000000    25.0554410178
 3.0500000000    19.9751348416
 3.0800000000    14.1002511737
 3.1100000000    7.5313211274
 3.1400000000    0.3922500610
 3.1700000000   -7.1716532702
 3.2000000000   -14.9963079585
 3.2300000000   -22.9021142539
 3.2600000000   -30.6977723875
 3.2900000000   -38.1845928775
 3.3200000000   -45.1612080526
 3.3500000000   -51.4285800117
 3.3800000000   -56.7951878978
 3.4100000000   -61.0822676092
 3.4400000000   -64.1289702579
 3.4700000000   -65.7973021098
 3.5000000000   -65.9767086198
 3.5300000000   -64.5881686448
 3.5600000000   -61.5876720197
 3.5900000000   -56.9689643732
 3.6200000000   -50.7654571935
 3.6500000000   -43.0512184893
 3.6800000000   -33.9409795999
 3.7100000000   -23.5891163661
 3.7400000000   -12.1875874911
 3.7700000000    0.0371610764
 3.8000000000    12.8282901295
 3.8300000000    25.9035970765
 3.8600000000    38.9613929187
 3.8900000000    51.6871125381
 3.9200000000    63.7605214565
 3.9500000000    74.8633618134
 3.9800000000    84.6872631461
 4.0100000000    92.9417301927
 4.0400000000    99.3620108536
 4.0700000000    103.7166430205
 4.1000000000    105.8144794925
 4.1300000000    105.5109958028
 4.1600000000    102.7136965105
 4.1900000000    97.3864512773
 4.2200000000    89.5526126237
 4.2500000000    79.2967922782
 4.2800000000    66.7652020302
 4.3100000000    52.1644973653
 4.3400000000    35.7590971979
 4.3700000000    17.8669899420
 4.4000000000   -1.1459259060
 4.4300000000   -20.8728804635
 4.4600000000   -40.8745270435
 4.4900000000   -60.6883338610
 4.5200000000   -79.8388814815
 4.5500000000   -97.8488456759
 4.5800000000   -114.2504208844
 4.6100000000   -128.5969202886
 4.6400000000   -140.4742751919
 4.6700000000   -149.5121495212
 4.7000000000   -155.3943851822
 4.7300000000   -157.8685009257
 4.7600000000   -156.7539813707
 4.7900000000   -151.9491137619
 4.8200000000   -143.4361575991
 4.8500000000   -131.2846660048
 4.8800000000   -115.6528169393
 4.9100000000   -96.7866563412
 4.9400000000   -75.0172030176
 4.9700000000   -50.7554155819
